Name;BD BENCHMARK 10 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD BENCHMARK 30 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD BENCHMARK 2 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;REX GENERAL BOND - PRICE INDEX;TR GERMANY GVT ZERO 2Y - ZERO YIELD;BD BENCHMARK 10Y DS GVT. (IBOXX) - CLEAN PRICE INDEX;REX BOND SUB INDEX CURRENT 10 YRS - PRICE INDEX;TR GERMANY GVT BID YLD HIGH 10Y (E) - RED. YIELD;BD BENCHMARK 3 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD BENCHMARK 5 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;IBOXX EURO GERMANY COVERED CAPPED 5-7 - Cln Prc Indx Today;IBOXX EURO GERMANY 1-10 - Cln Prc Indx Today;BD TOTAL 3-5 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL 7-10 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL ALL LIVES DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER OVER 10Y DS GOVT. INDEX - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD ALL MATS.(E) - CLEAN PRICE INDEX;IBOXX EURO GERMANY COVERED CAPPED - Cln Prc Indx Today;IBOXX EURO GERMANY 1-3 - Cln Prc Indx Today;IBOXX EURO GERMANY 3-5 - Cln Prc Indx Today;IBOXX EURO GERMANY 7-10 - Cln Prc Indx Today;IBOXX EURO GERMANY - Cln Prc Indx Today;REX BOND SUB INDEX CURRENT 3 YRS - PRICE INDEX;REX BOND SUB INDEX CURRENT 5 YRS - PRICE INDEX;REX BOND SUB INDEX CURRENT 7 YRS - PRICE INDEX;TR GERMANY GVT BID YLD LOW 10Y (E) - RED. YIELD;TR GERMANY GVT ZERO 1M - ZERO YIELD;TR GERMANY GVT ZERO 1Y - ZERO YIELD;TR GERMANY GVT ZERO 3M - ZERO YIELD;TR GERMANY GVT ZERO 9M - ZERO YIELD;BD BENCHMARK 20 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD BENCHMARK 7 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL 1-3 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL 5-7 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL OVER 10 YRS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER 1-3 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER 3-5 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER 5-7 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER 7-10 YRS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER ALL LIVES DS GOVT. INDEX - CLEAN PRICE INDEX;EB.REXX MONEY MARKET INDEX - PRICE INDEX;EXANE ECI GERMANY (CONVERTIBLE) - TOT RETURN IND;EXANE ECI GERMANY (UNDERLYING) - TOT RETURN IND;FTSE GLOBAL GOVT. BD 1-3Y (E) - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD 10+Y (E) - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD 3-5Y (E) - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD 5-7Y (E) - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD 7-10Y(E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD 1-3Y (E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD 3-5Y (E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD 5-7Y (E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD 7-10Y(E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD ALL MATS.(E) - CLEAN PRICE INDEX;IBOXX EURO GERMANY COVERED CAPPED 1-3 - Cln Prc Indx Today;IBOXX EURO GERMANY COVERED CAPPED 3-5 - Cln Prc Indx Today;IBOXX EURO GERMANY COVERED CAPPED 7-10 - Cln Prc Indx Today;IBOXX EURO SOVEREIGNS GERMANY CAPPED 1-5 - Cln Prc Indx Today;IBOXX EURO SOVEREIGNS GERMANY CAPPED 10+ - Cln Prc Indx Today;IBOXX EURO SOVEREIGNS GERMANY CAPPED 5-10 - Cln Prc Indx Today;IBOXX EURO LIQUID GERMANY COVERED DIVERSIFIED - Cln Prc Indx Today;IBOXX EURO GERMANY 1-5 - Cln Prc Indx Today;IBOXX EURO GERMANY 10+ - Cln Prc Indx Today;IBOXX EURO GERMANY 5-10 - Cln Prc Indx Today;IBOXX EURO GERMANY 5-7 - Cln Prc Indx Today
9/19/01;107,983;105,542;104,694;113,9818;3,55;100,218;117,8831;NA;108,116;104,582;NA;NA;103,154;111,744;104,453;120,01;98,296;NA;95,606;96,023;94,595;94,467;109,9656;114,1589;117,9905;NA;NA;3,53;NA;NA;108,867;114,713;96,576;110,793;119,467;98,844;102,626;110,27;109,314;105,401;NA;1738,73;1273,38;95,992;97,012;99,134;99,905;101,023;100,99;105,557;109,087;110,693;106,005;NA;NA;NA;NA;NA;NA;NA;NA;87,957;NA;95,068
9/20/01;107,749;105,412;104,663;114,0719;3,55;100,001;117,9323;NA;108,041;104,448;NA;NA;103,051;111,564;104,351;119,879;98,33;NA;95,571;95,923;94,439;94,368;110,1079;114,284;118,0544;NA;NA;3,52;NA;NA;108,776;114,526;96,552;110,632;119,337;98,823;102,514;110,103;109,134;105,256;NA;1738,38;1174,3;95,997;97,174;99,143;99,918;101,062;101,007;105,578;109,099;110,78;106,042;NA;NA;NA;NA;NA;NA;NA;NA;87,859;NA;94,923
9/21/01;107,461;104,7;104,694;114,0017;3,52;99,734;117,6229;NA;108,094;104,376;NA;NA;103,043;111,341;104,221;119,14;98,206;NA;95,605;95,915;94,244;94,248;110,1221;114,2736;117,9621;NA;NA;3,49;NA;NA;108,185;114,374;96,583;110,521;118,62;98,859;102,5;109,985;108,91;105,038;NA;1726,57;1147;96,029;96,615;99,127;99,812;100,847;101,039;105,581;109,037;110,662;106,008;NA;NA;NA;NA;NA;NA;NA;NA;87,318;NA;94,822
9/24/01;107,343;105,056;104,632;113,7776;3,56;99,625;117,4382;NA;108,009;104,192;NA;NA;102,905;111,205;104,164;119,502;98,094;NA;95,558;95,789;94,13;94,198;109,9411;113,9764;117,6667;NA;NA;3,51;NA;NA;108,531;114,233;96,535;110,351;118,966;98,816;102,358;109,82;108,779;104,977;NA;1733,57;1241,97;95,95;96,786;98,954;99,586;100,647;100,993;105,469;108,94;110,628;105,938;NA;NA;NA;NA;NA;NA;NA;NA;87,582;NA;94,678
9/25/01;107,834;106,038;104,694;113,8972;3,54;100,08;117,6731;NA;108,094;104,376;NA;NA;103,063;111,608;104,441;120,554;98,396;NA;95,597;95,934;94,475;94,452;110,0295;114,1032;117,7955;NA;NA;3,48;NA;NA;109,468;114,572;96,574;110,618;120;98,853;102,523;110,088;109,174;105,375;NA;1739,28;1244,62;96,005;97,716;99,128;99,887;101,069;101,049;105,66;109,244;110,998;106,16;NA;NA;NA;NA;NA;NA;NA;NA;88,355;NA;94,91
9/26/01;108,025;106,848;104,674;113,9786;3,53;100,258;117,9547;NA;108,083;104,366;NA;NA;103,048;111,74;104,552;121,413;98,467;NA;95,576;95,921;94,587;94,554;110,0361;114,1569;117,8978;NA;NA;3,48;NA;NA;110,211;114,619;96,554;110,631;120,84;98,834;102,508;110,099;109,305;105,549;NA;1737,6;1275,22;95,988;98,257;99,104;99,857;101,145;101,048;105,667;109,268;111,083;106,188;NA;NA;NA;NA;NA;NA;NA;NA;88,985;NA;94,921
9/27/01;108,367;107,69;104,756;114,2493;3,48;100,574;118,5137;NA;108,222;104,623;NA;NA;103,24;112,072;104,815;122,313;98,751;NA;95,64;96,103;94,872;94,796;110,1304;114,3552;118,2738;NA;NA;3,45;NA;NA;110,986;114,935;96,616;110,903;121,73;98,896;102,715;110,38;109,635;105,912;NA;1740,68;1317,93;96,072;99,122;99,312;100,135;101,459;101,134;105,885;109,579;111,405;106,415;NA;NA;NA;NA;NA;NA;NA;NA;89,645;NA;95,164
9/28/01;108,281;107,55;104,715;114,3671;3,5;100,495;118,7226;NA;108,126;104,499;NA;NA;103,137;111,984;104,729;122,164;98,724;NA;95,594;95,998;94,789;94,71;110,2184;114,4853;118,4072;NA;NA;3,46;NA;NA;110,853;114,771;96,577;110,77;121,59;98,859;102,601;110,233;109,54;105,8;NA;1751,37;1359,51;96,024;99,039;99,255;100,102;101,53;101,106;105,815;109,511;111,382;106,37;NA;NA;NA;NA;NA;NA;NA;NA;89,535;NA;95,034
10/1/01;108,452;107,787;104,569;114,2265;3,49;100,653;118,4248;NA;108,18;104,561;NA;NA;103,18;112,146;104,813;122,418;98,735;NA;95,613;96,042;94,93;94,791;110,1402;114,3323;118,2371;NA;NA;3,45;NA;NA;111,087;114,888;96,592;110,844;121,835;98,865;102,646;110,313;109,701;105,924;NA;1746,79;1332,47;96,037;99,23;99,222;100,059;101,506;101,124;105,813;109,488;111,369;106,366;NA;NA;NA;NA;NA;NA;NA;NA;89,721;NA;95,107
10/2/01;108,91;108,846;104,736;114,3704;3,45;101,079;118,6918;NA;108,308;104,766;NA;NA;103,337;112,624;105,123;123,542;98,972;NA;95,677;96,191;95,335;95,075;110,2046;114,4472;118,4318;NA;NA;3,42;NA;NA;112,035;115,263;96,657;111,13;122,936;98,931;102,812;110,607;110,172;106,366;NA;1748,93;1352,16;96,091;99,935;99,355;100,281;101,847;101,2;106,045;109,915;111,964;106,685;NA;NA;NA;NA;NA;NA;NA;NA;90,546;NA;95,359
10/3/01;109,294;109,191;104,861;114,7006;3,37;101,435;119,2444;NA;108,521;105,023;NA;NA;103,578;112,996;105,367;123,917;99,257;NA;95,782;96,41;95,648;95,294;110,4215;114,7477;118,8391;NA;NA;3,36;NA;NA;112,35;115,614;96,763;111,436;123,325;99,026;103,051;110,919;110,531;106,677;NA;1747,67;1376,8;96,206;100,36;99,626;100,63;102,271;101,342;106,306;110,253;112,399;106,97;NA;NA;NA;NA;NA;NA;NA;NA;90,82;NA;95,632
10/4/01;109,112;108,975;104,84;114,7453;3,36;101,267;119,3565;NA;108,489;104,941;NA;NA;103,516;112,817;105,279;123,699;99,305;NA;95,775;96,354;95,493;95,212;110,4255;114,7672;118,9069;NA;NA;3,32;NA;NA;112,187;115,473;96,754;111,343;123,111;99,022;102,985;110,807;110,353;106,539;NA;1754,36;1415,12;96,253;100,407;99,682;100,704;102,297;101,374;106,325;110,294;112,387;106,99;NA;NA;NA;NA;NA;NA;NA;NA;90,66;NA;95,532
10/5/01;109,379;109,278;104,871;114,8567;3,35;101,514;119,4256;NA;108,542;105,033;NA;NA;103,58;113,051;105,403;124,039;99,29;NA;95,791;96,412;95,694;95,324;110,5371;114,8995;119,041;NA;NA;3,33;NA;NA;112,472;115,66;96,774;111,497;123,446;99,037;103,048;110,957;110,583;106,723;NA;1756,01;1392,34;96,224;100,457;99,629;100,672;102,31;101,353;106,281;110,242;112,363;106,955;NA;NA;NA;NA;NA;NA;NA;NA;90,908;NA;95,66
10/8/01;109,272;108,694;104,85;115,0002;3,37;101,415;119,757;NA;108,521;105,043;NA;NA;103,578;112,973;105,317;123,431;99,216;NA;95,777;96,406;95,626;95,241;110,6028;115,042;119,2189;NA;NA;3,33;NA;NA;111,973;115,625;96,763;111,479;122,859;99,025;103,043;110,938;110,504;106,6;NA;1757,4;1387,66;96,213;99,99;99,624;100,664;102,264;101,353;106,246;110,148;112,196;106,884;NA;NA;NA;NA;NA;NA;NA;NA;90,465;NA;95,643
10/9/01;108,995;108,381;104,736;114,8398;3,41;101,158;119,5289;NA;108,372;104,828;NA;NA;103,406;112,694;105,13;123,092;99,105;NA;95,699;96,246;95,387;95,071;110,4713;114,8572;119,0321;NA;NA;3,38;NA;NA;111,668;115,344;96,685;111,241;122,517;98,954;102,868;110,697;110,23;106,356;NA;1758,14;1382,58;96,136;99,942;99,495;100,502;102,116;101,274;106,147;110,035;112,058;106,779;NA;NA;NA;NA;NA;NA;NA;NA;90,218;NA;95,437
10/10/01;109,07;108,791;104,715;114,5962;3,43;101,227;119,1058;NA;108,35;104,787;NA;NA;103,364;112,735;105,162;123,543;99,023;NA;95,671;96,21;95,426;95,106;110,3394;114,6578;118,7119;NA;NA;3,39;NA;NA;112,095;115,356;96,653;111,213;122,951;98,927;102,829;110,678;110,276;106,427;NA;1760,23;1428,91;96,096;99,956;99,387;100,356;101,981;101,242;106,1;109,964;111,992;106,724;NA;NA;NA;NA;NA;NA;NA;NA;90,548;NA;95,42
10/11/01;108,867;108,975;104,579;114,6971;3,51;101,039;119,3946;NA;108,169;104,602;NA;NA;103,199;112,537;105,046;123,728;98,894;NA;95,555;96,051;95,257;94,994;110,3248;114,6915;118,8752;NA;NA;3,48;NA;NA;112,269;115,134;96,546;111,02;123,138;98,825;102,661;110,476;110,077;106,297;NA;1769,85;1481,06;95,958;100,146;99,193;100,133;101,799;101,095;105,894;109,746;111,793;106,534;NA;NA;NA;NA;NA;NA;NA;NA;90,681;NA;95,244
10/12/01;109,006;109,212;104,631;114,5289;3,47;101,167;119,2128;NA;108,222;104,684;NA;NA;103,262;112,662;105,131;123,993;99,047;NA;95,59;96,114;95,363;95,079;110,2106;114,5344;118,6488;NA;NA;3,42;NA;NA;112,503;115,251;96,568;111,113;123,389;98,852;102,732;110,577;110,202;106,419;NA;1765,22;1457,93;96,019;100,499;99,307;100,298;102;101,182;106,021;109,94;112,026;106,689;NA;NA;NA;NA;NA;NA;NA;NA;90,876;NA;95,332
10/15/01;109,357;109,957;104,725;114,6873;3,43;101,494;119,446;NA;108,361;104,858;NA;NA;103,412;113,003;105,368;124,785;99,228;NA;95,658;96,256;95,657;95,298;110,3113;114,683;118,8513;NA;NA;3,39;NA;NA;113,144;115,543;96,632;111,346;124,164;98,911;102,883;110,81;110,54;106,745;NA;1752,76;1417,07;96,078;100,955;99,436;100,491;102,242;101,243;106,162;110,1;112,209;106,822;NA;NA;NA;NA;NA;NA;NA;NA;91,457;NA;95,533
10/16/01;109,432;110,281;104,756;114,7664;3,42;101,563;119,4979;NA;108,403;104,899;NA;NA;103,457;113,072;105,445;125,119;99,287;NA;95,681;96,297;95,712;95,365;110,3823;114,7652;118,9524;NA;NA;3,38;NA;NA;113,409;115,602;96,661;111,404;124,496;98,941;102,926;110,864;110,605;106,838;NA;1756,79;1443,4;96,089;101,251;99,461;100,52;102,28;101,278;106,224;110,188;112,338;106,897;NA;NA;NA;NA;NA;NA;NA;NA;91,701;NA;95,58
10/17/01;109,336;110,141;104,704;114,7228;3,43;101,474;119,4577;NA;108,329;104,807;NA;NA;103,369;112,978;105,364;124,993;99,258;NA;95,63;96,212;95,629;95,289;110,3425;114,7114;118,9013;NA;NA;3,39;NA;NA;113,297;115,508;96,614;111,295;124,374;98,899;102,834;110,751;110,509;106,738;NA;1764,36;1444,97;96,061;101,238;99,422;100,466;102,267;101,252;106,202;110,187;112,339;106,885;NA;NA;NA;NA;NA;NA;NA;NA;91,608;NA;95,484
10/18/01;109,57;110,627;104,725;114,8868;3,41;101,691;119,8526;NA;108,371;104,889;NA;NA;103,422;113,197;105,499;125,536;99,432;NA;95,647;96,263;95,811;95,411;110,3979;114,8196;119,1167;NA;NA;3,39;NA;NA;113,755;115,672;96,629;111,414;124,912;98,913;102,887;110,87;110,723;106,935;NA;1763,52;1436,87;96,091;101,817;99,492;100,641;102,513;101,283;106,269;110,334;112,529;106,989;NA;NA;NA;NA;NA;NA;NA;NA;92,006;NA;95,587
10/19/01;109,581;110,324;104,798;115,0626;3,38;101,701;120,0595;NA;108,467;105,012;NA;NA;103,512;113,232;105,524;125,224;99,46;NA;95,699;96,345;95,84;95,431;110,5348;114,9977;119,3341;NA;NA;3,34;NA;NA;113,491;115,742;96,682;111,511;124,619;98,964;102,977;110,965;110,754;106,941;NA;1760,88;1412,11;96,139;101,59;99,592;100,709;102,566;101,341;106,35;110,413;112,592;107,058;NA;NA;NA;NA;NA;NA;NA;NA;91,778;NA;95,668
10/22/01;109,783;110,799;104,839;114,9986;3,37;101,889;119,8684;NA;108,531;105,135;NA;NA;103,594;113,416;105,661;125,746;99,475;NA;95,729;96,422;96,004;95,56;110,5202;114,9662;119,2523;NA;NA;3,32;NA;NA;113,918;115,906;96,711;111,649;125,119;98,99;103,062;111,109;110,94;107,136;NA;1766,27;1448,6;96,159;101,576;99,611;100,746;102,575;101,38;106,388;110,465;112,665;107,107;NA;NA;NA;NA;NA;NA;NA;NA;92,161;NA;95,793
10/23/01;109,709;110,713;104,787;115,0204;3,39;101,82;119,8854;NA;108,457;105,043;NA;NA;103,528;113,348;105,601;125,647;99,469;NA;95,686;96,36;95,943;95,504;110,5176;114,9848;119,2986;NA;NA;3,35;NA;NA;113,837;115,835;96,67;111,591;125,025;98,952;102,994;111,048;110,872;107,068;NA;1772,96;1469,58;96,117;101,726;99,568;100,716;102,579;101,33;106,348;110,445;112,72;107,093;NA;NA;NA;NA;NA;NA;NA;NA;92,09;NA;95,739
10/24/01;110,071;111,437;104,86;115,0902;3,36;102,156;120,06;NA;108,553;105,176;NA;NA;103,637;113,685;105,814;126,414;99,65;NA;95,726;96,464;96,231;95,702;110,5169;115,0215;119,4086;NA;NA;3,31;NA;NA;114,489;116,128;96,702;111,814;125,78;98,985;103,109;111,275;111,204;107,38;NA;1775,59;1506,69;96,152;102,257;99,656;100,899;102,858;101,38;106,48;110,676;113,081;107,279;NA;NA;NA;NA;NA;NA;NA;NA;92,651;NA;95,934
10/25/01;110,593;112,408;104,922;115,2437;3,28;102,641;120,3892;NA;108,681;105,371;NA;NA;103,823;114,15;106,121;127,439;99,95;NA;95,786;96,637;96,627;95,983;110,5891;115,1449;119,6032;NA;NA;3,28;NA;NA;115,324;116,526;96,765;112,139;126,786;99,043;103,299;111,606;111,662;107,816;NA;1774,91;1491,98;96,246;103,13;99,823;101,177;103,264;101,488;106,708;111,026;113,601;107,572;NA;NA;NA;NA;NA;NA;NA;NA;93,402;NA;96,222
10/26/01;110,572;112,775;104,912;115,5344;3,3;102,621;120,9697;NA;108,649;105,371;NA;NA;103,793;114,118;106,136;127,775;100,042;NA;95,767;96,596;96,593;95,986;110,7297;115,4005;119,9796;NA;NA;3,29;NA;NA;115,589;116,456;96,754;112,097;127,13;99,036;103,253;111,549;111,622;107,827;NA;1781,48;1534,03;96,206;103,688;99,838;101,242;103,365;101,488;106,732;111,078;113,752;107,626;NA;NA;NA;NA;NA;NA;NA;NA;93,648;NA;96,17
10/29/01;111,052;113,855;105,068;115,7049;3,24;103,066;121,251;NA;108,862;105,628;NA;NA;103,994;114,561;106,468;128,934;100,297;NA;95,875;96,79;96,971;96,294;110,8245;115,5261;120,206;NA;NA;3,21;NA;NA;116,566;116,842;96,858;112,416;128,261;99,13;103,464;111,871;112,06;108,276;NA;1779,46;1478,31;96,305;104,43;99,991;101,473;103,677;101,601;106,921;111,353;114,143;107,862;NA;NA;NA;NA;NA;NA;NA;NA;94,498;NA;96,449
10/30/01;111,489;114,309;105,255;115,8788;3,13;103,472;121,4103;NA;109,129;105,977;NA;NA;104,304;114,977;106,763;129,394;100,579;NA;96,006;97,08;97,33;96,564;111,0509;115,7836;120,3589;NA;NA;3,14;NA;NA;116,943;117,263;96,989;112,809;128,721;99,247;103,781;112,273;112,473;108,659;NA;1771,15;1443,88;96,461;104,793;100,302;101,814;104,032;101,74;107,232;111,723;114,501;108,146;NA;NA;NA;NA;NA;NA;NA;NA;94,836;NA;96,797
10/31/01;111,542;115,583;105,203;115,9729;3,18;103,521;121,6306;NA;109,065;105,915;NA;NA;104,244;115,007;106,872;130,67;100,719;NA;95,959;97,021;97,356;96,663;111,1157;115,8758;120,4567;NA;NA;3,13;NA;NA;118,013;117,228;96,949;112,777;129,958;99,209;103,718;112,235;112,503;108,834;NA;1780,32;1453,27;96,429;105,715;100,27;101,857;104,191;101,722;107,158;111,632;114,428;108,088;NA;NA;NA;NA;NA;NA;NA;NA;95,769;NA;96,761
11/1/01;112,554;119,027;105,276;116,4578;3,09;104,461;122,8347;NA;109,204;106,192;NA;NA;104,461;115,875;107,545;134,035;101,433;NA;96,022;97,223;98,092;97,279;111,2301;116,1929;121,1273;NA;NA;3,11;NA;NA;120,702;117,848;97,01;113,239;133,268;99,258;103,943;112,702;113,356;109,791;NA;1780,42;1481,64;96,517;108,662;100,546;102,359;105,037;101,879;107,551;112,24;115,302;108,576;NA;NA;NA;NA;NA;NA;NA;NA;98,235;NA;97,166
11/2/01;112,043;117,731;105,266;116,4349;3,13;103,986;122,7181;NA;109,193;106,11;NA;NA;104,41;115,403;107,264;132,634;101,089;NA;96,03;97,174;97,687;97,017;111,2666;116,2036;121,0744;NA;NA;3,05;NA;NA;119,52;117,579;97,02;113,06;131,903;99,268;103,888;112,508;112,888;109,358;NA;1785,75;1465,53;96,479;107,507;100,425;102,08;104,484;101,847;107,399;111,889;114,644;108,298;NA;NA;NA;NA;NA;NA;NA;NA;97,209;NA;96,999
11/5/01;112,299;117,634;105,328;116,4919;3,07;104,224;122,5975;NA;109,3;106,315;NA;NA;104,56;115,645;107,376;132,511;101,184;NA;96,083;97,319;97,897;97,124;111,3609;116,3221;121,1498;NA;NA;3,08;NA;NA;119,439;117,789;97,07;113,258;131,78;99,309;104,049;112,721;113,13;109,515;NA;1796,32;1517,25;96,513;107,384;100,554;102,257;104,704;101,907;107,543;112,091;114,861;108,446;NA;NA;NA;NA;NA;NA;NA;NA;97,12;NA;97,182
11/6/01;112,181;117,245;105,39;116,5509;3,03;104,115;122,6277;NA;109,364;106,295;NA;NA;104,592;115,544;107,323;132,062;101,186;NA;96,123;97,343;97,81;97,071;111,4859;116,4273;121,1643;NA;NA;3,04;NA;NA;119,041;117,719;97,113;113,218;131,343;99,351;104,07;112,671;113,029;109,406;NA;1799,27;1503,25;96,585;107,087;100,631;102,303;104,688;101,97;107,631;112,17;114,916;108,516;NA;NA;NA;NA;NA;NA;NA;NA;96,79;NA;97,14
11/7/01;112,608;118,055;105,515;116,8235;2,97;104,51;123,1277;NA;109,556;106,561;NA;NA;104,806;115,955;107,619;132,903;101,412;NA;96,218;97,543;98,151;97,338;111,6639;116,6816;121,4876;NA;NA;2,97;NA;NA;119,714;118,094;97,209;113,543;132,173;99,44;104,288;112,989;113,424;109,794;NA;1801,13;1542,24;96,674;107,652;100,785;102,517;104,985;102,066;107,827;112,456;115,263;108,737;NA;NA;NA;NA;NA;NA;NA;NA;97,406;NA;97,412
11/8/01;112,235;118,023;105,401;116,9949;3;104,164;123,3571;NA;109,385;106,284;NA;NA;104,605;115,599;107,427;132,816;101,357;NA;96,133;97,35;97,843;97,156;111,7747;116,8375;121,7124;NA;NA;2,97;NA;NA;119,652;117,719;97,133;113,23;132,093;99,375;104,073;112,666;113,067;109,528;NA;1811,6;1582,14;96,604;108,025;100,654;102,327;104,856;101,997;107,678;112,283;115,119;108,608;NA;NA;NA;NA;NA;NA;NA;NA;97,343;NA;97,132
11/9/01;112,203;117,969;105,328;116,6125;3,06;104,134;122,8821;NA;109,289;106,141;NA;NA;104,487;115,549;107,351;132,763;101,206;NA;96,084;97,244;97,806;97,094;111,4977;116,4174;121,2192;NA;NA;2,96;NA;NA;119,591;117,625;97,076;113,111;132,028;99,332;103,959;112,553;113,025;109,456;NA;1807,87;1555,32;96,545;107,611;100,536;102,192;104,684;101,957;107,568;112,131;115,011;108,511;NA;NA;NA;NA;NA;NA;NA;NA;97,303;NA;97,038
11/12/01;112,224;118,023;105,39;116,358;3,04;104,154;122,566;NA;109,385;106,202;NA;NA;104,567;115,572;107,4;132,825;101,166;NA;96,134;97,327;97,826;97,146;111,3004;116,1299;120,9054;NA;NA;2,98;NA;NA;119,662;117,719;97,115;113,185;132,077;99,364;104,045;112,644;113,049;109,512;NA;1799,64;1518,35;96,57;107,462;100,54;102,152;104,578;101,96;107,574;112,118;114,943;108,492;NA;NA;NA;NA;NA;NA;NA;NA;97,349;NA;97,114
11/13/01;111,424;116,673;105,193;116,2695;3,08;103,412;122,3365;NA;109,076;105,709;NA;NA;104,177;114,809;106,879;131,408;100,747;NA;95,978;96,956;97,176;96,662;111,293;116,0829;120,7739;NA;NA;3,01;NA;NA;118,481;116,993;96,973;112,574;130,696;99,252;103,638;112,015;112,295;108,799;NA;1810,78;1561,82;96,419;106,564;100,217;101,673;104,003;101,787;107,218;111,659;114,483;108,145;NA;NA;NA;NA;NA;NA;NA;NA;96,311;NA;96,575
11/14/01;110,966;115,906;105,068;115,9218;3,22;102,987;121,9956;NA;108,83;105,35;NA;NA;103,867;114,365;106,539;130,613;100,369;NA;95,85;96,667;96,799;96,354;111,0637;115,735;120,2866;NA;NA;3,1;NA;NA;117,829;116,549;96,841;112,182;129,908;99,135;103,322;111,622;111,86;108,364;NA;1807,56;1563,72;96,295;105,777;99,879;101,246;103,496;101,612;106,859;111,194;113,976;107,784;NA;NA;NA;NA;NA;NA;NA;NA;95,726;NA;96,236
11/15/01;110,358;114,794;104,807;115,2546;3,35;102,423;120,9734;NA;108,413;104,847;NA;NA;103,41;113,746;106,029;129,451;99,903;NA;95,6;96,241;96,275;95,892;110,6021;115,0486;119,4632;NA;NA;3,22;NA;NA;116,851;115,952;96,588;111,622;128,755;98,909;102,864;111,063;111,256;107,745;NA;1807,36;1574,35;96,061;104,832;99,478;100,758;102,929;101,338;106,421;110,655;113,348;107,329;NA;NA;NA;NA;NA;NA;NA;NA;94,878;NA;95,752
11/16/01;110,156;114,416;104,703;115,1181;3,44;102,235;120,7621;NA;108,242;104,652;NA;NA;103,204;113,523;105,829;129,071;99,727;NA;95,502;96,052;96,091;95,714;110,4442;114,9042;119,3493;NA;NA;3,28;NA;NA;116,546;115,695;96,489;111,342;128,382;98,823;102,66;110,797;111,04;107,505;NA;1805,48;1589,66;95,958;104,525;99,28;100,545;102,766;101,215;106,235;110,487;113,165;107,166;NA;NA;NA;NA;NA;NA;NA;NA;94,599;NA;95,523
11/19/01;110,305;114,6;104,745;114,9238;3,43;102,373;120,7592;NA;108,296;104,652;NA;NA;103,215;113,639;105,886;129,249;99,733;NA;95,531;96,069;96,19;95,771;110,2075;114,5988;119,1181;NA;NA;3,26;NA;NA;116,678;115,765;96,512;111,374;128,548;98,851;102,675;110,835;111,158;107,586;NA;1810,99;1631,69;95,958;104,621;99,23;100,488;102,818;101,208;106,185;110,41;113,135;107,128;NA;NA;NA;NA;NA;NA;NA;NA;94,729;NA;95,557
11/20/01;110,284;114,61;104,766;115,2848;3,39;102,354;121,1823;NA;108,36;104,672;NA;NA;103,262;113,656;105,923;129,251;99,814;NA;95,57;96,105;96,2;95,796;110,4941;114,9698;119,5674;NA;NA;3,23;NA;NA;116,668;115,8;96,556;111,422;128,568;98,891;102,713;110,864;111,166;107,605;NA;1807,12;1605,54;96,019;104,716;99,303;100,585;102,916;101,327;106,353;110,627;113,345;107,302;NA;NA;NA;NA;NA;NA;NA;NA;94,73;NA;95,58
11/21/01;109,591;113,477;104,547;115,1314;3,53;101,71;120,9507;NA;108,061;104,139;NA;NA;102,856;112,983;105,438;128,047;99,251;NA;95,41;95,721;95,622;95,348;110,4153;114,8132;119,3551;NA;NA;3,29;NA;NA;115,649;115,133;96,4;110,835;127,392;98,76;102,29;110,261;110,502;106,956;NA;1807,66;1601,42;95,812;103,483;98,839;99,951;102,188;101,068;105,805;109,853;112,436;106,708;NA;NA;NA;NA;NA;NA;NA;NA;93,848;NA;95,062
